OASIS Ids,period 1,period 2,period 3,period 4,period 5,period 6,period 7,period 8,period 9,period 10,period 11,period 12
preconst1-226604,MEDIEVAL,,,,,,,,,,,
preconst1-226622,UNCERTAIN,,,,,,,,,,,
preconst1-226714,BRONZE AGE,MEDIEVAL,,,,,,,,,,
preconst1-22775,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-228108,POST MEDIEVAL,,,,,,,,,,,
preconst1-228523,no period,,,,,,,,,,,
preconst1-228624,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-228818,POST MEDIEVAL,,,,,,,,,,,
preconst1-229479,MIDDLE IRON AGE,ROMAN,UNCERTAIN,,,,,,,,,
preconst1-230253,IRON AGE,LATE NEOLITHIC,,,,,,,,,,
preconst1-230420,no period,,,,,,,,,,,
preconst1-230670,ROMAN,,,,,,,,,,,
preconst1-230769,LATER PREHISTORIC,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-231104,LATER PREHISTORIC,ROMAN,,,,,,,,,,
preconst1-231282,20TH CENTURY,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-231374,POST MEDIEVAL,,,,,,,,,,,
preconst1-231410,POST MEDIEVAL,,,,,,,,,,,
preconst1-23159,no period,,,,,,,,,,,
preconst1-231800,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-23201,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-232098,no period,,,,,,,,,,,
preconst1-232277,no period,,,,,,,,,,,
preconst1-232876,no period,,,,,,,,,,,
preconst1-232937,no period,,,,,,,,,,,
preconst1-233037,UNCERTAIN,,,,,,,,,,,
preconst1-233556,POST MEDIEVAL,,,,,,,,,,,
preconst1-233967,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-234076,POST MEDIEVAL,,,,,,,,,,,
preconst1-234100,20TH CENTURY,,,,,,,,,,,
preconst1-234310,no period,,,,,,,,,,,
preconst1-234317,20TH CENTURY,,,,,,,,,,,
preconst1-234625,POST MEDIEVAL,,,,,,,,,,,
preconst1-234703,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-234820,20TH CENTURY,,,,,,,,,,,
preconst1-235443,POST MEDIEVAL,,,,,,,,,,,
preconst1-235642,POST MEDIEVAL,,,,,,,,,,,
preconst1-235839,POST MEDIEVAL,,,,,,,,,,,
preconst1-235859,POST MEDIEVAL,,,,,,,,,,,
preconst1-23598,UNCERTAIN,,,,,,,,,,,
preconst1-236014,no period,,,,,,,,,,,
preconst1-23604,POST MEDIEVAL,,,,,,,,,,,
preconst1-23624,LATER PREHISTORIC,,,,,,,,,,,
preconst1-236608,ROMAN,,,,,,,,,,,
preconst1-236622,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-237277,no period,,,,,,,,,,,
preconst1-238109,20TH CENTURY,UNCERTAIN,,,,,,,,,,
preconst1-238123,POST MEDIEVAL,,,,,,,,,,,
preconst1-238422,20TH CENTURY,BRONZE AGE,EARLY MEDIEVAL,LATE NEOLITHIC,MEDIEVAL,POST MEDIEVAL,,,,,,
preconst1-23887,POST MEDIEVAL,,,,,,,,,,,
preconst1-239092,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-239818,no period,,,,,,,,,,,
preconst1-240042,POST MEDIEVAL,,,,,,,,,,,
preconst1-241068,no period,,,,,,,,,,,
preconst1-241282,no period,,,,,,,,,,,
preconst1-241639,MEDIEVAL,,,,,,,,,,,
preconst1-241681,POST MEDIEVAL,,,,,,,,,,,
preconst1-242272,POST MEDIEVAL,,,,,,,,,,,
preconst1-242314,no period,,,,,,,,,,,
preconst1-242832,POST MEDIEVAL,,,,,,,,,,,
preconst1-242846,no period,,,,,,,,,,,
preconst1-243069,POST MEDIEVAL,,,,,,,,,,,
preconst1-243222,IRON AGE,LATE IRON AGE,POST MEDIEVAL,,,,,,,,,
preconst1-243240,POST MEDIEVAL,,,,,,,,,,,
preconst1-243323,POST MEDIEVAL,,,,,,,,,,,
preconst1-243696,UNCERTAIN,,,,,,,,,,,
preconst1-243969,POST MEDIEVAL,,,,,,,,,,,
preconst1-244096,no period,,,,,,,,,,,
preconst1-24476,POST MEDIEVAL,,,,,,,,,,,
preconst1-244782,no period,,,,,,,,,,,
preconst1-244803,no period,,,,,,,,,,,
preconst1-244880,no period,,,,,,,,,,,
preconst1-245049,no period,,,,,,,,,,,
preconst1-24515,no period,,,,,,,,,,,
preconst1-24553,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-24575,no period,,,,,,,,,,,
preconst1-245778,20TH CENTURY,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,,
preconst1-245928,POST MEDIEVAL,,,,,,,,,,,
preconst1-246066,MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-246341,POST MEDIEVAL,,,,,,,,,,,
preconst1-246361,20TH CENTURY,,,,,,,,,,,
preconst1-246390,POST MEDIEVAL,,,,,,,,,,,
preconst1-246561,20TH CENTURY,,,,,,,,,,,
preconst1-246767,POST MEDIEVAL,,,,,,,,,,,
preconst1-246768,no period,,,,,,,,,,,
preconst1-246829,20TH CENTURY,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-247114,POST MEDIEVAL,,,,,,,,,,,
preconst1-247128,no period,,,,,,,,,,,
preconst1-247210,20TH CENTURY,,,,,,,,,,,
preconst1-247359,no period,,,,,,,,,,,
preconst1-247775,POST MEDIEVAL,,,,,,,,,,,
preconst1-248243,no period,,,,,,,,,,,
preconst1-248360,no period,,,,,,,,,,,
preconst1-24889,MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-249378,POST MEDIEVAL,,,,,,,,,,,
preconst1-249413,20TH CENTURY,IRON AGE,POST MEDIEVAL,UNCERTAIN,,,,,,,,
preconst1-24952,no period,,,,,,,,,,,
preconst1-249728,ROMAN,,,,,,,,,,,
preconst1-249739,POST MEDIEVAL,,,,,,,,,,,
preconst1-249743,POST MEDIEVAL,,,,,,,,,,,
preconst1-250005,no period,,,,,,,,,,,
preconst1-250080,POST MEDIEVAL,,,,,,,,,,,
preconst1-250193,POST MEDIEVAL,,,,,,,,,,,
preconst1-250688,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-250726,POST MEDIEVAL,,,,,,,,,,,
preconst1-250883,POST MEDIEVAL,,,,,,,,,,,
preconst1-250931,EARLY NEOLITHIC,LATER PREHISTORIC,MEDIEVAL,UNCERTAIN,,,,,,,,
preconst1-251020,POST MEDIEVAL,,,,,,,,,,,
preconst1-251408,no period,,,,,,,,,,,
preconst1-251664,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-251669,MIDDLE BRONZE AGE,,,,,,,,,,,
preconst1-251673,POST MEDIEVAL,,,,,,,,,,,
preconst1-251908,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-252063,no period,,,,,,,,,,,
preconst1-252069,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-252551,POST MEDIEVAL,,,,,,,,,,,
preconst1-252983,POST MEDIEVAL,,,,,,,,,,,
preconst1-253193,UNCERTAIN,,,,,,,,,,,
preconst1-25348,POST MEDIEVAL,,,,,,,,,,,
preconst1-253497,POST MEDIEVAL,,,,,,,,,,,
preconst1-25398,POST MEDIEVAL,,,,,,,,,,,
preconst1-254043,no period,,,,,,,,,,,
preconst1-254096,POST MEDIEVAL,,,,,,,,,,,
preconst1-254167,ROMAN,,,,,,,,,,,
preconst1-25436,no period,,,,,,,,,,,
preconst1-25452,no period,,,,,,,,,,,
preconst1-254667,no period,,,,,,,,,,,
preconst1-254694,EARLY MEDIEVAL,MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-254790,POST MEDIEVAL,,,,,,,,,,,
preconst1-254804,UNCERTAIN,,,,,,,,,,,
preconst1-25484,LATER PREHISTORIC,,,,,,,,,,,
preconst1-254980,POST MEDIEVAL,,,,,,,,,,,
preconst1-25518,20TH CENTURY,,,,,,,,,,,
preconst1-255350,MEDIEVAL,,,,,,,,,,,
preconst1-255427,no period,,,,,,,,,,,
preconst1-255525,no period,,,,,,,,,,,
preconst1-25586,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-255882,POST MEDIEVAL,,,,,,,,,,,
preconst1-255957,no period,,,,,,,,,,,
preconst1-25602,BRONZE AGE,,,,,,,,,,,
preconst1-25619,POST MEDIEVAL,,,,,,,,,,,
preconst1-256364,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-256809,no period,,,,,,,,,,,
preconst1-256938,EARLY PREHISTORIC,POST MEDIEVAL,,,,,,,,,,
preconst1-257004,no period,,,,,,,,,,,
preconst1-25707,no period,,,,,,,,,,,
preconst1-257119,no period,,,,,,,,,,,
preconst1-25720,BRONZE AGE,LOWER PALAEOLITHIC,UPPER PALAEOLITHIC,,,,,,,,,
preconst1-257210,20TH CENTURY,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-257308,MEDIEVAL,,,,,,,,,,,
preconst1-257362,BRONZE AGE,,,,,,,,,,,
preconst1-257682,no period,,,,,,,,,,,
preconst1-257813,no period,,,,,,,,,,,
preconst1-25789,no period,,,,,,,,,,,
preconst1-258175,ROMAN,,,,,,,,,,,
preconst1-258357,no period,,,,,,,,,,,
preconst1-258677,EARLY NEOLITHIC,UNCERTAIN,,,,,,,,,,
preconst1-258922,UNCERTAIN,,,,,,,,,,,
preconst1-259002,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-259602,no period,,,,,,,,,,,
preconst1-259641,20TH CENTURY,UNCERTAIN,,,,,,,,,,
preconst1-259643,no period,,,,,,,,,,,
preconst1-259686,no period,,,,,,,,,,,
preconst1-259941,POST MEDIEVAL,,,,,,,,,,,
preconst1-260485,UNCERTAIN,,,,,,,,,,,
preconst1-260587,POST MEDIEVAL,,,,,,,,,,,
preconst1-260590,POST MEDIEVAL,,,,,,,,,,,
preconst1-260617,POST MEDIEVAL,,,,,,,,,,,
preconst1-260643,no period,,,,,,,,,,,
preconst1-260771,POST MEDIEVAL,,,,,,,,,,,
preconst1-261493,no period,,,,,,,,,,,
preconst1-261755,POST MEDIEVAL,,,,,,,,,,,
preconst1-261811,POST MEDIEVAL,,,,,,,,,,,
preconst1-261839,no period,,,,,,,,,,,
preconst1-261994,20TH CENTURY,BRONZE AGE,IRON AGE,POST MEDIEVAL,ROMAN,,,,,,,
preconst1-262019,no period,,,,,,,,,,,
preconst1-262159,no period,,,,,,,,,,,
preconst1-262435,POST MEDIEVAL,,,,,,,,,,,
preconst1-262487,POST MEDIEVAL,,,,,,,,,,,
preconst1-262552,no period,,,,,,,,,,,
preconst1-262777,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-262806,no period,,,,,,,,,,,
preconst1-262835,no period,,,,,,,,,,,
preconst1-262838,POST MEDIEVAL,,,,,,,,,,,
preconst1-263050,no period,,,,,,,,,,,
preconst1-263339,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-263601,no period,,,,,,,,,,,
preconst1-26369,POST MEDIEVAL,,,,,,,,,,,
preconst1-264131,IRON AGE,,,,,,,,,,,
preconst1-264468,POST MEDIEVAL,,,,,,,,,,,
preconst1-264698,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-26474,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-26476,POST MEDIEVAL,,,,,,,,,,,
preconst1-264912,20TH CENTURY,ROMAN,,,,,,,,,,
preconst1-264974,BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
preconst1-265226,no period,,,,,,,,,,,
preconst1-26526,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-265453,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-265689,POST MEDIEVAL,,,,,,,,,,,
preconst1-26571,BRONZE AGE,EARLY MEDIEVAL,ROMAN,,,,,,,,,
preconst1-265865,POST MEDIEVAL,,,,,,,,,,,
preconst1-265874,POST MEDIEVAL,,,,,,,,,,,
preconst1-26609,no period,,,,,,,,,,,
preconst1-266168,no period,,,,,,,,,,,
preconst1-266318,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-26643,no period,,,,,,,,,,,
preconst1-266500,no period,,,,,,,,,,,
preconst1-26665,no period,,,,,,,,,,,
preconst1-26726,no period,,,,,,,,,,,
preconst1-26729,POST MEDIEVAL,,,,,,,,,,,
preconst1-267374,no period,,,,,,,,,,,
preconst1-26752,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-267555,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-267855,IRON AGE,LATE BRONZE AGE,POST MEDIEVAL,UNCERTAIN,,,,,,,,
preconst1-268127,no period,,,,,,,,,,,
preconst1-268398,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-268409,POST MEDIEVAL,,,,,,,,,,,
preconst1-268461,UNCERTAIN,,,,,,,,,,,
preconst1-268478,no period,,,,,,,,,,,
preconst1-268727,POST MEDIEVAL,,,,,,,,,,,
preconst1-26897,no period,,,,,,,,,,,
preconst1-269165,no period,,,,,,,,,,,
preconst1-26958,POST MEDIEVAL,,,,,,,,,,,
preconst1-269596,20TH CENTURY,,,,,,,,,,,
preconst1-269816,20TH CENTURY,,,,,,,,,,,
preconst1-270007,no period,,,,,,,,,,,
preconst1-27008,UNCERTAIN,,,,,,,,,,,
preconst1-270121,POST MEDIEVAL,,,,,,,,,,,
preconst1-27021,no period,,,,,,,,,,,
preconst1-27077,no period,,,,,,,,,,,
preconst1-270907,POST MEDIEVAL,,,,,,,,,,,
preconst1-270998,no period,,,,,,,,,,,
preconst1-271116,no period,,,,,,,,,,,
preconst1-271514,no period,,,,,,,,,,,
preconst1-271516,UNCERTAIN,,,,,,,,,,,
preconst1-27153,MEDIEVAL,,,,,,,,,,,
preconst1-27159,no period,,,,,,,,,,,
preconst1-27198,no period,,,,,,,,,,,
preconst1-27201,no period,,,,,,,,,,,
preconst1-272017,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-273130,20TH CENTURY,EARLY MEDIEVAL,LATER PREHISTORIC,POST MEDIEVAL,,,,,,,,
preconst1-27347,POST MEDIEVAL,,,,,,,,,,,
preconst1-27354,POST MEDIEVAL,,,,,,,,,,,
preconst1-27366,no period,,,,,,,,,,,
preconst1-27368,POST MEDIEVAL,,,,,,,,,,,
preconst1-273794,20TH CENTURY,,,,,,,,,,,
preconst1-273947,20TH CENTURY,,,,,,,,,,,
preconst1-274158,no period,,,,,,,,,,,
preconst1-274298,UNCERTAIN,,,,,,,,,,,
preconst1-274678,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-27468,ROMAN,,,,,,,,,,,
preconst1-274694,no period,,,,,,,,,,,
preconst1-274749,no period,,,,,,,,,,,
preconst1-275179,no period,,,,,,,,,,,
preconst1-275208,EARLY BRONZE AGE,MEDIEVAL,,,,,,,,,,
preconst1-275412,no period,,,,,,,,,,,
preconst1-275777,UNCERTAIN,,,,,,,,,,,
preconst1-275809,no period,,,,,,,,,,,
preconst1-27582,ROMAN,,,,,,,,,,,
preconst1-275888,MEDIEVAL,,,,,,,,,,,
preconst1-275989,no period,,,,,,,,,,,
preconst1-277245,no period,,,,,,,,,,,
preconst1-27849,no period,,,,,,,,,,,
preconst1-278764,no period,,,,,,,,,,,
preconst1-278867,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-278984,20TH CENTURY,,,,,,,,,,,
preconst1-279176,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-27934,POST MEDIEVAL,,,,,,,,,,,
preconst1-279616,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-280820,no period,,,,,,,,,,,
preconst1-28093,POST MEDIEVAL,,,,,,,,,,,
preconst1-281039,PALAEOLITHIC,POST MEDIEVAL,,,,,,,,,,
preconst1-281101,POST MEDIEVAL,,,,,,,,,,,
preconst1-28136,no period,,,,,,,,,,,
preconst1-28299,20TH CENTURY,,,,,,,,,,,
preconst1-28333,20TH CENTURY,,,,,,,,,,,
preconst1-283369,UNCERTAIN,,,,,,,,,,,
preconst1-283651,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-28366,UNCERTAIN,,,,,,,,,,,
preconst1-28414,no period,,,,,,,,,,,
preconst1-28437,no period,,,,,,,,,,,
preconst1-284444,no period,,,,,,,,,,,
preconst1-284504,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-284588,no period,,,,,,,,,,,
preconst1-28494,UNCERTAIN,,,,,,,,,,,
preconst1-285069,MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-285153,no period,,,,,,,,,,,
preconst1-28548,no period,,,,,,,,,,,
preconst1-285747,no period,,,,,,,,,,,
preconst1-286236,no period,,,,,,,,,,,
preconst1-287115,no period,,,,,,,,,,,
preconst1-289032,no period,,,,,,,,,,,
preconst1-289347,no period,,,,,,,,,,,
preconst1-289598,no period,,,,,,,,,,,
preconst1-29100,no period,,,,,,,,,,,
preconst1-291266,no period,,,,,,,,,,,
preconst1-29140,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-29150,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-291608,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-291967,POST MEDIEVAL,,,,,,,,,,,
preconst1-292597,no period,,,,,,,,,,,
preconst1-292785,POST MEDIEVAL,,,,,,,,,,,
preconst1-29286,no period,,,,,,,,,,,
preconst1-29290,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-293491,POST MEDIEVAL,,,,,,,,,,,
preconst1-29513,POST MEDIEVAL,,,,,,,,,,,
preconst1-29799,POST MEDIEVAL,,,,,,,,,,,
preconst1-29840,POST MEDIEVAL,,,,,,,,,,,
preconst1-29868,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-2991,POST MEDIEVAL,,,,,,,,,,,
preconst1-299391,no period,,,,,,,,,,,
preconst1-30042,no period,,,,,,,,,,,
preconst1-30240,no period,,,,,,,,,,,
preconst1-302673,no period,,,,,,,,,,,
preconst1-302862,no period,,,,,,,,,,,
preconst1-30367,POST MEDIEVAL,,,,,,,,,,,
preconst1-303722,no period,,,,,,,,,,,
preconst1-30404,POST MEDIEVAL,,,,,,,,,,,
preconst1-307137,POST MEDIEVAL,,,,,,,,,,,
preconst1-307439,POST MEDIEVAL,,,,,,,,,,,
preconst1-30781,no period,,,,,,,,,,,
preconst1-30832,POST MEDIEVAL,,,,,,,,,,,
preconst1-30875,20TH CENTURY,UNCERTAIN,,,,,,,,,,
preconst1-30909,POST MEDIEVAL,,,,,,,,,,,
preconst1-31107,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-313769,POST MEDIEVAL,,,,,,,,,,,
preconst1-31525,POST MEDIEVAL,,,,,,,,,,,
preconst1-31582,POST MEDIEVAL,,,,,,,,,,,
preconst1-31759,no period,,,,,,,,,,,
preconst1-318984,LATE BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
preconst1-31989,no period,,,,,,,,,,,
preconst1-32007,no period,,,,,,,,,,,
preconst1-32013,IRON AGE,ROMAN,,,,,,,,,,
preconst1-32116,no period,,,,,,,,,,,
preconst1-32161,20TH CENTURY,,,,,,,,,,,
preconst1-32292,POST MEDIEVAL,,,,,,,,,,,
preconst1-32293,POST MEDIEVAL,,,,,,,,,,,
preconst1-32327,LATE BRONZE AGE,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-32968,ROMAN,,,,,,,,,,,
preconst1-32979,POST MEDIEVAL,,,,,,,,,,,
preconst1-3302,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-33032,POST MEDIEVAL,,,,,,,,,,,
preconst1-33080,POST MEDIEVAL,,,,,,,,,,,
preconst1-33158,no period,,,,,,,,,,,
preconst1-33177,UNCERTAIN,,,,,,,,,,,
preconst1-33183,POST MEDIEVAL,,,,,,,,,,,
preconst1-33340,POST MEDIEVAL,,,,,,,,,,,
preconst1-33405,no period,,,,,,,,,,,
preconst1-33433,NEOLITHIC,UNCERTAIN,,,,,,,,,,
preconst1-33437,no period,,,,,,,,,,,
preconst1-33577,no period,,,,,,,,,,,
preconst1-34176,20TH CENTURY,,,,,,,,,,,
preconst1-34708,no period,,,,,,,,,,,
preconst1-34719,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-3493,POST MEDIEVAL,,,,,,,,,,,
preconst1-35069,no period,,,,,,,,,,,
preconst1-35125,no period,,,,,,,,,,,
preconst1-35212,no period,,,,,,,,,,,
preconst1-3538,no period,,,,,,,,,,,
preconst1-35404,POST MEDIEVAL,,,,,,,,,,,
preconst1-35413,POST MEDIEVAL,,,,,,,,,,,
preconst1-35532,IRON AGE,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-35564,POST MEDIEVAL,,,,,,,,,,,
preconst1-35566,POST MEDIEVAL,,,,,,,,,,,
preconst1-35571,no period,,,,,,,,,,,
preconst1-35751,ROMAN,,,,,,,,,,,
preconst1-35907,LATER PREHISTORIC,,,,,,,,,,,
preconst1-3591,POST MEDIEVAL,,,,,,,,,,,
preconst1-35934,POST MEDIEVAL,,,,,,,,,,,
preconst1-36036,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-36061,MEDIEVAL,,,,,,,,,,,
preconst1-36234,no period,,,,,,,,,,,
preconst1-3625,EARLY MEDIEVAL,LATER PREHISTORIC,MEDIEVAL,POST MEDIEVAL,,,,,,,,
preconst1-36251,no period,,,,,,,,,,,
preconst1-36262,no period,,,,,,,,,,,
preconst1-3628,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-3633,LATE BRONZE AGE,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-36339,POST MEDIEVAL,,,,,,,,,,,
preconst1-36374,no period,,,,,,,,,,,
preconst1-36415,POST MEDIEVAL,,,,,,,,,,,
preconst1-3656,no period,,,,,,,,,,,
preconst1-36607,POST MEDIEVAL,,,,,,,,,,,
preconst1-36819,no period,,,,,,,,,,,
preconst1-36834,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-3684,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-36910,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-36972,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-3709,POST MEDIEVAL,,,,,,,,,,,
preconst1-37232,POST MEDIEVAL,,,,,,,,,,,
preconst1-3726,EARLY MEDIEVAL,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-37313,no period,,,,,,,,,,,
preconst1-3773,LATER PREHISTORIC,PALAEOLITHIC,UNCERTAIN,,,,,,,,,
preconst1-37755,no period,,,,,,,,,,,
preconst1-37767,UNCERTAIN,,,,,,,,,,,
preconst1-37879,no period,,,,,,,,,,,
preconst1-37963,POST MEDIEVAL,,,,,,,,,,,
preconst1-38169,20TH CENTURY,,,,,,,,,,,
preconst1-3817,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-38199,no period,,,,,,,,,,,
preconst1-3821,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-38300,MEDIEVAL,MESOLITHIC,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-3836,no period,,,,,,,,,,,
preconst1-38364,POST MEDIEVAL,,,,,,,,,,,
preconst1-38550,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,
preconst1-38641,20TH CENTURY,,,,,,,,,,,
preconst1-39284,no period,,,,,,,,,,,
preconst1-39308,no period,,,,,,,,,,,
preconst1-39519,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-39520,no period,,,,,,,,,,,
preconst1-39571,POST MEDIEVAL,,,,,,,,,,,
preconst1-3971,no period,,,,,,,,,,,
preconst1-40141,no period,,,,,,,,,,,
preconst1-4020,no period,,,,,,,,,,,
preconst1-4022,EARLY MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-40275,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,,,
preconst1-40351,POST MEDIEVAL,,,,,,,,,,,
preconst1-40847,20TH CENTURY,,,,,,,,,,,
preconst1-40956,LATE BRONZE AGE,POST MEDIEVAL,,,,,,,,,,
preconst1-40968,no period,,,,,,,,,,,
preconst1-40971,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-41036,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-4122,no period,,,,,,,,,,,
preconst1-41501,POST MEDIEVAL,,,,,,,,,,,
preconst1-41625,20TH CENTURY,,,,,,,,,,,
preconst1-41732,POST MEDIEVAL,,,,,,,,,,,
preconst1-41760,POST MEDIEVAL,,,,,,,,,,,
preconst1-41871,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-41903,EARLY IRON AGE,,,,,,,,,,,
preconst1-41985,POST MEDIEVAL,ROMAN,,,,,,,,,,
preconst1-42218,LATER PREHISTORIC,ROMAN,,,,,,,,,,
preconst1-42301,no period,,,,,,,,,,,
preconst1-42572,POST MEDIEVAL,UNCERTAIN,,,,,,,,,,
preconst1-42725,no period,,,,,,,,,,,
preconst1-42806,no period,,,,,,,,,,,
preconst1-4299,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-4305,POST MEDIEVAL,,,,,,,,,,,
preconst1-43437,20TH CENTURY,POST MEDIEVAL,,,,,,,,,,
preconst1-43475,no period,,,,,,,,,,,
preconst1-43626,POST MEDIEVAL,,,,,,,,,,,
preconst1-43635,POST MEDIEVAL,,,,,,,,,,,
preconst1-43788,LATER PREHISTORIC,,,,,,,,,,,
preconst1-43812,POST MEDIEVAL,,,,,,,,,,,
preconst1-4387,no period,,,,,,,,,,,
preconst1-44075,no period,,,,,,,,,,,
preconst1-44173,POST MEDIEVAL,,,,,,,,,,,
preconst1-44200,POST MEDIEVAL,,,,,,,,,,,
preconst1-44216,LATE BRONZE AGE,MIDDLE IRON AGE,POST MEDIEVAL,,,,,,,,,
preconst1-44266,no period,,,,,,,,,,,
preconst1-4475,MEDIEVAL,MESOLITHIC,POST MEDIEVAL,UNCERTAIN,,,,,,,,
preconst1-44778,20TH CENTURY,MESOLITHIC,POST MEDIEVAL,ROMAN,UNCERTAIN,,,,,,,
preconst1-44875,POST MEDIEVAL,,,,,,,,,,,
preconst1-44956,EARLY MEDIEVAL,MEDIEVAL,POST MEDIEVAL,,,,,,,,,
preconst1-45044,POST MEDIEVAL,,,,,,,,,,,
preconst1-4507,no period,,,,,,,,,,,
preconst1-45075,no period,,,,,,,,,,,
preconst1-45127,POST MEDIEVAL,,,,,,,,,,,
preconst1-45195,MEDIEVAL,POST MEDIEVAL,ROMAN,,,,,,,,,
preconst1-45243,LATER PREHISTORIC,POST MEDIEVAL,UNCERTAIN,,,,,,,,,
preconst1-45252,ROMAN,,,,,,,,,,,
preconst1-4529,MEDIEVAL,POST MEDIEVAL,,,,,,,,,,
preconst1-45310,POST MEDIEVAL,,,,,,,,,,,
preconst1-45332,LATE IRON AGE,LATER PREHISTORIC,MESOLITHIC,POST MEDIEVAL,ROMAN,,,,,,,
preconst1-45374,POST MEDIEVAL,,,,,,,,,,,
preconst1-45756,20TH CENTURY,,,,,,,,,,,
